Unnamed: 0,Date,Opr Start Time,Opr End Time,Time in Hrs,Rig Name,Well No,Company Name,Liner Size,holesize,lateral,Operation,majoroperation,action,Hole Depth Start,Hole Depth End,Event Depth Start,Event Depth End,Summarry Of Operation
310,06/27/2022,1045,1115,00.5,NBR-196S,SDGM-1235,RIG,None, 12,0,TDS,DRLG,RR,10850,10850, , ,RIG SERVICE GREASE TDS.
311,06/27/2022,1115,1300,01.8,NBR-196S,SDGM-1235,RIG,None, 12,0,STDP,DRLG,ST,10850,10850, 7080, 10785,"PRECATIONARY RIH W/12"" SPERRY SUN BHA (ICRUSE/MWD/GR) TO 13 3/8"" CSG SHOE AT 7,080'. (HOLE SLICK) NO RETURN. TO 10,853' (HOLE SLICK) NO RETURN.** CONTINUE TO MIX ACTIVE/MUD CAP VOLUMES.** PUMP MUD CAP ADDITIONS 95PCF 2 BPM CONTINUALLY."
312,06/27/2022,1300,1330,00.5,NBR-196S,SDGM-1235,RIG,None, 12,0,BIT,DRLG,RW,10850,10850, 10785, 10850,"PRECATIONARY WASH/SLIDE LAST STD W/12"" SPERRY SUN BHA (ICRUSE/MWD/GR) GENTLY TAGGING BTM @ 10,850FT/MD = 10,358FT/TVD.** CONTINUE TO MIX ACTIVE/MUD CAP VOLUMES.** PUMP MUD CAP ADDITIONS 95PCF 2 BPM CONTINUALLY."
313,06/27/2022,1330,1530,02.0,NBR-196S,SDGM-1235,RIG,None, 12,0,MPMP,DRLG,CIRC,10850,10850, , ,"PUMP 150 BBLS HI-VIS & CIRCULATE BACK TO LCZ WHILE WORKING STRING CONTINUALLY PRIOR TO POOH TO RUN 9-5/8"" LINER. NO RETURNS.PUMP & SPOT 750 BBLS 100 PCF INHIBITED LUBRICATED CSG GO PILL ACROSS ALL OPEN HOLE TO LCZ BEFORE POOH TO SHOE.** CONTINUE TO MIX ACTIVE/MUD CAP VOLUMES.** PUMP MUD CAP ADDITIONS 95PCF 2 BPM CONTINUALLY."
314,06/27/2022,1530,1830,03.0,NBR-196S,SDGM-1235,RIG,None, 12,0,STDP,DRLG,TO,10850,10850, 10850, 7080,"PRECATIONARY POOH W/12"" SPERRY SUN BHA (ICRUSE/MWD/GR) TO 13 3/8"" CSG SHOE AT 7,080'. (HOLE SLICK) NO RETURN.** CONTINUE TO MIX ACTIVE/MUD CAP VOLUMES.** PUMP MUD CAP ADDITIONS 95PCF 2 BPM CONTINUALLY + STEEL DISPLACEMENT."
315,06/27/2022,1830,2100,02.5,NBR-196S,SDGM-1235,RIG,None, 12,0,STDP,DRLG,TO,10850,10850, 7080, 808,"PRECAUTIONARY POOH W/12"" SPERRY SUN BHA (ICRUSE/MWD/GR) INSIDE 13 3/8"" CSG TO TOP BHA 808'. NO RETURNS.** CONTINUE TO MIX ACTIVE/MUD CAP VOLUMES.** PUMP MUD CAP ADDITIONS 95PCF 2 BPM CONTINUALLY + STEEL DISPLACEMENT."
316,06/27/2022,2100,2330,02.5,NBR-196S,SDGM-1235,RIG,None, 12,0,BHA,DRLG,HT,10850,10850, , ,"HPJSM; BREAK OUT & L/D ALL BHA TO RACKS INCLUDING, 9 JNTS 6-5/8"" HWDP, 5 JNTS 8.5"" DC & JAR. NO RETURNS.** CONTINUE TO MIX ACTIVE/MUD CAP VOLUMES.** PUMP MUD CAP ADDITIONS 95PCF 2 BPM CONTINUALLY + STEEL DISPLACEMENT."
317,06/27/2022,2330,0130,02.0,NBR-196S,SDGM-1235,SPS,None, 12,0,BHA,DRLG,HT,10850,10850, , ,HPJSM; BREAK OUT & LAYDOWN ALL SPERRY SUN ICRUSE (ICRUSE/MWD/GR).** CONTINUE TO MIX ACTIVE/MUD CAP VOLUMES.** PUMP MUD CAP ADDITIONS 95PCF 2 BPM CONTINUALLY + STEEL DISPLACEMENT.
318,06/27/2022,0130,0400,02.5,NBR-196S,SDGM-1235,ITS,None, 12,0,PEL,CSG,HT,10850,10850, , ,"HPJSM; M/U BAKER CEMENT HEAD ASSY AND L/D SAME. R/U ITS CSG EQUIPMENT, CRT + FMS SLIPS & JAM INIT.** CONTINUE TO MIX ACTIVE/MUD CAP VOLUMES.** PUMP MUD CAP ADDITIONS 95PCF 2 BPM CONTINUALLY"
319,06/27/2022,0400,0500,01.0,NBR-196S,SDGM-1235,ITS,None, 12,0,CSTR,CSG,RCSG,10850,10850, 0, 175,"HPJSM. P/U & M/U 9-5/8"" SHOE TRACK. TEST FLOATS & BAKER LOCK FIRST 4 JTS TN-95HS 3SB + X/O JNT TN-95HS 3SB PIN TO VM-95HCSS VT BOX. ONGOING @ REPORT TIME.>> AFTER PICK UP OF FIRST 4 JOINTS FILL W/INHIBITED PHPA & CHECK FLOATS WITH CIRCULATION, OK. NO RETURNS.>> USE ITS CRT + JAM UNIT.** CONTINUE TO MIX ACTIVE/MUD CAP VOL.** PUMP MUD CAP ADDITIONS 95PCF 2 BPM CONTINUALLY DOWN ANNULUS."
320,06/27/2022,0500,0600,01.0,SP-160,HWTH-73,RIG,7, ,0-3-1,STDP,CT,ST,8574,8574, 7000, 8000,"TRIP IN ACROSS OPEN HOLE ON ELEVATOR WITH 6-1/8"" STIFF ASSY TO 8000'.- HOLE IN GOOD CONDITION.- MONITOR WELL ON TRIP TANK - WELL STATIC."
321,06/27/2022,0600,1015,04.2,SP-160,HWTH-73,RIG,7, ,0-3-1,MPMP,CT,CIRC,8574,8574, , ,"SWEPT HOLE WITH (HI-VIS HIGH-WT) PILL AND CIRCULATE 6 BTM'S UP WITH 80 PCF OBM.- RACK BACK 01 STAND E/02 BTM/UP.- PASSED SLB PST TEST- CONFIRMED SHALE SHAKER IS CLEANED.- SPOT 120 BBLS, 80 PCF OF LUBRA-GLIDE ACROSS OPEN HOLE.- FLOW CHECK, WELL STATIC."
322,06/27/2022,1015,1230,02.2,SP-160,HWTH-73,RIG,7, ,0-3-1,STDP,CT,ST,8574,8574, 8000, 5274,"TRIP OUT ACROSS OPEN HOLE WITH 6-1/8"" STIFFREAMING ASSY TO 5274' (30' ABOVE TOW).- HOLE IN GOOD CONDITION.- MONITOR THE WELL ON TRIP TANK, STATIC.- FLOW CHECK, WELL STATIC."
323,06/27/2022,1230,1345,01.2,SP-160,HWTH-73,RIG,7, ,0-3-1,MPMP,CT,CIRC,8574,8574, , , CIRCULATE BTM/UP WITH 80 PCF OBM.- FLOW CHECK @ TOW WELL STATIC.
324,06/27/2022,1345,1400,00.2,SP-160,HWTH-73,RIG,7, ,0-3-1,STDP,CT,TO,8574,8574, 5274, 4633,"TRIP OUT CASED HOLE WITH STIFF 6-1/8"" REAMING ASSY TO .- MONITOR THE WELL ON TRIP TANK, STATIC."
325,06/27/2022,1400,1430,00.5,SP-160,HWTH-73,RIG,7, ,0-3-1,PEL,CT,HT,8574,8574, , ,"ANGE HANDLING TOOLS TO 4"" SIZE."
326,06/27/2022,1430,1630,02.0,SP-160,HWTH-73,RIG,7, ,0-3-1,STDP,CT,TO,8574,8574, 5274, 267,"TRIP OUT CASED HOLE WITH STIFF 6-1/8"" REAMING ASSY TO TOP OF BHA AT 267'.- MONITOR THE WELL ON TRIP TANK, STATIC.- FLOW CHECK, WELL STATIC."
327,06/27/2022,1630,1745,01.2,SP-160,HWTH-73,RIG,7, ,0-3-1,BHA,CT,HT,8574,8574, , ,"  L/D 6-1/8"" STIFF REAMING ASSEMBLY AS FOLLOWS: -- (6-1/8"" WELDED TRI-CONE BIT, 6-1/8"" NB REAMER,1 X 4-3/4"" PONY DC, 6-1/8"" STRING REAMER, 1 X 4-3/4"" DC, 6-1/8"" STRING REAMER, 1 X 4-3/4"" DC, X-OVER, 2 X 4"" HWDP, JAR, 3 X 4"" HWDP).- MONITOR WELL ON TRIP TANK - WELL STATIC."
328,06/27/2022,1745,1815,00.5,SP-160,HWTH-73,RIG,7, ,0-3-1,TDS,COMP,RR,8574,8574, , ,"SERVICE TDS & CHECK FOR POTENTIAL DROPS.- ARRANGE RIG FLOOR AND HOUSEKEEPING.- MONITOR THE WELL ON TRIP TANK, STATIC."
329,06/27/2022,1815,1915,01.0,SP-160,HWTH-73,GOC,7, ,0-3-1,PEL,COMP,HT,8574,8574, , ,"HPJSM, R/U AL-GHAITH POWER TONG & 4-1/2"" TUBING HANDLING EQUIPMENT AND PREPARE RIG FLOOR FOR RUNNING 4-1/2"" LOWER COMPLETION.- MONITOR THE WELL ON TRIP TANK, STATIC."
330,06/27/2022,1915,1945,00.5,SP-160,HWTH-73,RIG,7, ,0-3-1,TBG,COMP,PJSM,8574,8574, , ," HPJSM, REVIEWED & DISCUSSED LOWER COMPLETION GAME PLAN FOR SAFE WORK PROCEDURE W/ ALL PERSONNEL.- MONITOR THE WELL ON TRIP TANK, STATIC."
331,06/27/2022,1945,0100,05.2,SP-160,HWTH-73,RIG,7, ,0-3-1,SCRN,COMP,HT,8574,8574, , ,"M/U & RIH 4-1/2"" LOWER COMPLETION AS FOLLOWS: .- PU & RIH 6"" DCT TURBORUNNER SHOE, 4-1/2"" PUP JT, 4-1/2"" FLOAT COLLAR, 1 X 4-1/2"" TBG, 4-1/2"" WFD STINGER PACK OFF, 01 X 4-1/2"" PUP JT, 4-1/2"" SLB SWELL PACKER, 15 EACH X 4-1/2"" SLB PREMIUM SCREEN, 01 X 4-1/2"" TBG, 4-1/2"" WFD CSI PACKER, 01 X 4-1/2"" PUP, 42 X 4-1/2"" TBG,- FUNCTION TEST DEEP CSG TURBORUNNER @ SURFACE @1,2,3 BPM HAD 15, 85, 240 PSI SURFACE PRESS & CHECK TURBORUNNER ROTATION OK.- STG P/U WT 70 KLB & S/O WT: 66 KLB (INCLUDING BLOCK WT: 47 KLB).- DEEP CASING TURBORUNNER : 1 EA SN# TRS 500.-00063-034- CHECK FLOAT COLLAR @ SURFACE, OK- TOTAL : 44 JTS X 4.5"" 11.6# J-55 N.VAM BLANK PIPE.- TOTAL: 3 EACH OF 4.5"" 11.6# J-55 N.VAM PUP JOINT.- TOTAL SLB PREMIUM SCREEN: 15 EA 4-1/2"" 11.6# L-80 VAGT PREMIUM SCREEN.- 01 EA WFD OH PACKER : 01 EA CSI PKRS.- DEEP CASING TURBORUNNER : 1 EA.- MONITOR THE WELL ON TRIP TANK, STATIC."
332,06/27/2022,0100,0145,00.8,SP-160,HWTH-73,GOC,7, ,0-3-1,PEL,COMP,HT,8574,8574, , ,"  CHANGED OUT AL-GHAITH HANDLING EQUIPMENT FROM 4-1/2"" TO 2-3/8"".P/U WFD FALSE ROTARY TABLE AND INFLATION TOOL.- MONITOR THE WELL ON TRIP TANK, STATIC."
333,06/27/2022,0145,0500,03.2,SP-160,HWTH-73,GOC,7, ,0-3-1,TBG,COMP,HT,8574,8574, , ,"HPJSM, RIH WFD SHIFTING TOOLS ON 2-3/8"" INNER STRING ON GOING AT 1300'.. ONGOING.-  RUN  40 OF TOTAL 76 JTS.- INNER STG P/U WT 51 KLB & S/O WT: 50 KLB (INCLUDING BLOCK WT: 47 KLB).- MONITOR THE WELL ON TRIP TANK, STATIC."
334,06/27/2022,0500,0700,02.0,NBR-304S,HRDH-1958,RIG,None, 12,0,TDS,DRLG,D,8520,8620, , ,"DRILL 12"" HOLE SECTION WITH POLYMER WBM & 100% CIRCULATION. > FLOW CHECK ALL CONNECTIONS> PUMPING 30 BBL HIGH VIS TWICE PER STAND F/ HOLE CLEANING> UTILIZE DRILL N-SEAL STRATEGY"
335,06/27/2022,0700,0730,00.5,NBR-304S,HRDH-1958,RIG,None, 12,0,,DRLG,SDR1,8620,8620, , ,"HELD H2S DRILL, GOOD RESPONCE AND MUSTER TIME"
336,06/27/2022,0730,1830,11.0,NBR-304S,HRDH-1958,RIG,None, 12,0,TDS,DRLG,D,8620,9295, , ,"DRILL 12"" HOLE SECTION WITH POLYMER WBM & 100% CIRCULATION. > FLOW CHECK ALL CONNECTIONS> PUMPING 30 BBL HIGH VIS TWICE PER STAND F/ HOLE CLEANING> UTILIZE DRILL N-SEAL STRATEGY"
337,06/27/2022,1830,1900,00.5,NBR-304S,HRDH-1958,RIG,None, 12,0,TDS,DRLG,RR,9295,9295, , ,SERVICE TOP DRIVE
338,06/27/2022,1900,2300,04.0,NBR-304S,HRDH-1958,RIG,None, 12,0,TDS,DRLG,D,9295,9470, , ,"DRILL 12"" HOLE SECTION WITH POLYMER WBM & 100% CIRCULATION. > FLOW CHECK ALL CONNECTIONS> PUMPING 30 BBL HIGH VIS TWICE PER STAND F/ HOLE CLEANING> UTILIZE DRILL N-SEAL STRATEGY"
339,06/27/2022,2300,0000,01.0,NBR-304S,HRDH-1958,RIG,None, 12,0,MPMP,DRLG,CIRC,9470,9470, , ,"CIRCULATE BOTTOMS UP AS PER GOC, MUD LOGGERS CHECK BOTTOMS UP SAMPLE."
340,06/27/2022,0000,0030,00.5,NBR-304S,HRDH-1958,RIG,None, 12,0,TDS,DRLG,D,9470,9500, , ,"DRILL 12"" SECTION F/9,470' TO 9,500' AS PER GOC. "
341,06/27/2022,0030,0130,01.0,NBR-304S,HRDH-1958,RIG,None, 12,0,MPMP,DRLG,CIRC,9500,9500, , ,"CIRCULATE BOTTOMS UP AS PER GOC, MUD LOGGERS CHECK BOTTOMS UP SAMPLE."
342,06/27/2022,0130,0200,00.5,NBR-304S,HRDH-1958,RIG,None, 12,0,TDS,DRLG,D,9500,9530, , ,"DRILL 12"" SECTION F/9,500' TO 9,530' AS PER GOC. "
343,06/27/2022,0200,0300,01.0,NBR-304S,HRDH-1958,RIG,None, 12,0,MPMP,DRLG,CIRC,9530,9530, , ,"CIRCULATE BOTTOMS UP AS PER GOC, MUD LOGGERS CHECK BOTTOMS UP SAMPLE."
344,06/27/2022,0300,0315,00.2,NBR-304S,HRDH-1958,RIG,None, 12,0,TDS,DRLG,D,9530,9540, , ,"DRILL 12"" SECTION F/9,530' TO 9,540' AS PER GOC. **  9-5/8"" CP @9540' CONFIRMED BY GOC"
345,06/27/2022,0315,0445,01.5,NBR-304S,HRDH-1958,RIG,None, 12,0,MPMP,DRLG,CIRC,9540,9540, , ,"SWEEP HOLE CIRCULATE HOLE CLEAN,  "
346,06/27/2022,0445,0500,00.2,NBR-304S,HRDH-1958,RIG,None, 12,0,,DRLG,OTH,9540,9540, , ,FLOW CHECK  (WELL STATIC)    
347,06/27/2022,0500,1330,08.5,SINO-46L,SHYB-708,RIG,7, 6 1/8,0,STDP,TINL,TI,10959,10959, 260, 7513," RIH L-1 WFRD WPSTK & MILL ASSY AT CONTROLLED RUNNING SPEED TO W-STOCK SETTING DEPTH @ 7,513 FT. - F/U DP EVERY 5 STDS.- PASSED 7"" TOL, OK.- MONITOR WELL THROUGH TRIP TANK & TRIP SHEET, 2 BPH STATIC LOSSES."
348,06/27/2022,1330,1530,02.0,SINO-46L,SHYB-708,WWD,7, 6 1/8,0,WPSTK,TINL,SET,10959,10959, 7513, 7513,"SET WFRD L-1 WHIPSTOCK @ 7,513 FT ( BOTTOM OF WS )- ORIENT TOOL FACE TO 45 DEG LIFT HIGH SIDE (FR: 180 GPM, SPP: 950 PSI).- PUW: 143KLBS, SOW: 100 KLBS (WITHOUT CIRCULATION).- INCREASED FLOW RATE TO GPM: 440 SPP: 2600 PSI. & SET WHIPSTOCK, ALLOW 5 MIN FOR ELEMENT TO EXPAND. S/OFF 10 KLBS CONFIRMED SET WPSTK.- WORK STRING UP / DOWN AND SHEAR BOLT WITH SOW: 36 KLBS.- OK.- P/U 5 FT , CHECK STRING -FREE."
349,06/27/2022,1530,2030,05.0,SINO-46L,SHYB-708,WFS,7, 6 1/8,0,MILL,TINL,MILL,10959,10959, 7490, 7503,"MILL WINDOW W/ 73 PCF VISCOUS BRINE F/ 7,490 FT TO 7,503 FT- WOB: 5 -30 KLBS, FR: 200 - 250 GPM, SP: 1500 - 1700 PSI, RPM: 80 - 100, TRQ: 5 - 7 KLBS-FT.- PUMP 10 BBLS HI-VIS PILL EVERY 1' MILLED.- TOW: 7,490 FT, BOW: 7,503 FT, BOTTOM OF THE WHIPSTOCK: 7,513 FT."
350,06/27/2022,2030,2030,00.0,SINO-46L,SHYB-708,RIG,7, 6 1/8,1,,OT,TINL,7503,7503, , ,TIE IN NEW LATERIAL L-1
351,06/27/2022,2030,2315,02.8,SINO-46L,SHYB-708,RIG,7, 6 1/8,1,TDS,DRLG,D,7503,7517, , ,"DRILLED 14' NEW FORMATION RAT-HOLE FROM 7,503 FT TO 7,517 FT"
352,06/27/2022,2315,0115,02.0,SINO-46L,SHYB-708,RIG,7, 6 1/8,1,MPMP,TINL,CIRC,7517,7517, , ,"SWEEP HOLE W/2 X 50 BBLS WTD HI-VIS PILL & CHC, MEANWHILE POLISH WINDOW & CHECK PASS THROUGH FREELY WITH/WITHOUT CIRC & ROTATION SEVERAL TIMES, OK. - BHI DD ACCEPTED L-1 WINDOW.- FLOW CHECK - WELL STATIC. PUMPED SLUG."
353,06/27/2022,0115,0500,03.8,SINO-46L,SHYB-708,RIG,7, 6 1/8,1,STDP,TINL,TO,7517,7517, 7517, 260,"POOH 6-1/8"" WFRD MILLING ASSY, BHI MWD TO TOP OF BHA @ 260 FT.- MONITOR WELL ON TRIP TANK.- FLOW CHECK WELL STATIC.- PASS 7"" TOL FREE."
354,06/27/2022,0500,0515,00.2,NBR-20S,HMYM-433514,RIG,None, 16,0,,WH,OTH,4827,4827, , ,L/D JETTING TOOL.*PUMPED 1 BBL/MINUTE 70 PCF INHIBITED MUD CAP ON BACKSIDE.
355,06/27/2022,0515,0545,00.5,NBR-20S,HMYM-433514,RIG,None, 16,0,,DRLG,OTH,4827,4827, , ,CLEAN AND ORGANIIZE RIG FLOOR*PUMPED 1 BBL/MINUTE 70 PCF INHIBITED MUD CAP ON BACKSIDE.
356,06/27/2022,0545,0815,02.5,NBR-20S,HMYM-433514,SPR,None, 16,0,PEL,CSG,HT,4827,4827, , , RIGGED UP SAPESCO CASING RUNNING EQUIPMENT AND CRT.PUMPED 1 BBL/MINUTE 70 PCF INHIBITED MUD CAP ON BACKSIDE.
357,06/27/2022,0815,1000,01.8,NBR-20S,HMYM-433514,FME,None, 16,0,,WH,OTH,4827,4827, , ,"MADE 13-3/8"" FMH DUMMY RUN AS PER FMCPUMPED 1 BBL/MINUTE 70 PCF INHIBITED MUD CAP ON BACKSIDE"
358,06/27/2022,1000,1030,00.5,NBR-20S,HMYM-433514,RIG,None, 16,0,CSG,CSG,PJSM,4827,4827, , ,"HOLD PRE-JOB SAFETY MEETING WITH ALL PARTIES INVOLVED IN RUNNING 13-3/8"" CASING.PUMPED 1 BBL/MINUTE 70 PCF INHIBITED MUD CAP ON BACKSIDE."
359,06/27/2022,1030,1200,01.5,NBR-20S,HMYM-433514,SPR,None, 16,0,CSTR,CSG,RCSG,4827,4827, 0, 205,"MADE UP 13-3/8"" SHOE TRACK AS PER TALLY, TEST FLOATS WITH WATER, BAKER LOCKED FIRST 5 JOINTS.PUMPED 1 BBL/MINUTE 70 PCF INHIBITED MUD CAP ON BACKSIDE"
360,06/27/2022,1200,2045,08.8,NBR-20S,HMYM-433514,SPR,None, 16,0,CTRQ,CSG,RCSG,4827,4827, 205, 4522,"RIH 13-3/8"" J-55, 68# BTC CASING.*111 JT FROM 117 JTSPUMPED 1 BBL/MINUTE 70 PCF INHIBITED MUD CAP ON BACKSIDE"
361,06/27/2022,2045,2300,02.2,NBR-20S,HMYM-433514,RIG,None, 16,0,CSG,CSG,RW,4827,4827, 4522, 4773,WASH DOWN  LAST 6 JOINTS.*117 JTS FROM 117 JTS TOTAL.*PUMPED 1 BBL/MINUTE 70 PCF INHIBITED MUD CAP ON BACKSIDE
362,06/27/2022,2300,2345,00.8,NBR-20S,HMYM-433514,FME,None, 16,0,,WH,OTH,4827,4827, , ,"PICKED UP 13-3/8"" FMH HANGER AND LANDED IN CASING HEAD AS PER FMC ENGINEER.*PUMPED 1 BBL/MINUTE 70 PCF INHIBITED MUD CAP ON BACKSIDE"
363,06/27/2022,2345,0030,00.8,NBR-20S,HMYM-433514,RIG,None, 16,0,MPMP,CSG,CIRC,4827,4827, , ,CIRCULATED BOTTOMS UP.
364,06/27/2022,0030,0130,01.0,NBR-20S,HMYM-433514,SCM,None, 16,0,CSG,CSG,CMC,4827,4827, , ,"RIGGED UP SLM CEMENT HEAD AND LINES. FLUSH AND PRESSURE TESTED LINES TO 5,000 PSI - OK"
365,06/27/2022,0130,0500,03.5,NBR-20S,HMYM-433514,SCM,None, 16,0,CSG,CSG,CMC,4827,4827, , ,"HPJSM, CEMENTED 13-3/8"" CASING AS FOLLOWS:*RIG PUMPED 100 BBLS OF 80 PCF ARAMCO SPACER AT 5 BPM.*SLB MIXED AND PUMPED 440 BBLS OF 94 PCF LEAD SLURRY AT 5 BPM.*SLB MIXED AND PUMPED 125 BBLS OF 118 OCF TAIL SLURRY AT 5 BPM.*SLB RELEASED WIPER PLUG.*SLB PUMPED 10 BBLS 118 PCF TAIL SLURRY FOLLOWED BY 10 BBLS OF WATER.*RIG DISPLACED CEMENT WITH 20 BBL ARAMCO SPACER 670 BBLS OF 70 PCF WBM AT 8 BPM.*BUMPED PLUG - BLED OFF PRESSURE AND CONFIRMED FLOATS HOLDING.*INTERMITENT PARTIAL RETURNS THROUGH OUT THE JOB. NO SPACER, NO CEMENT AT SURFACE."
366,06/27/2022,0500,0500,24.0,PN-7,MRJN-772,BHI,None, 8 1/2,1,RSS,DRLG,D,7252,8866, , ," DRILLED (L-1) 8.5"" HOLE SECTION WITH BHI RSS-MWD/LWD ASSEMBLY- REAMED UP AND DOWN EACH STAND.- PUMPED TANDEM SWEEPS AS REQUIRED.- TOOK SURVEY EACH STAND"
367,06/27/2022,0500,0515,00.2,SP-110,BRRI-562,RIG,7, 6 1/8,1-2,STDP,DRLG,TO,12089,12089, 7300, 7079,"POOH WIS 6 1/8"" MILLING ASSEMBLY ON 5"" DP STDS TO 7079 FT- MONITOR WELL THROUGH TRIP TANK, OK."
368,06/27/2022,0515,0545,00.5,SP-110,BRRI-562,RIG,7, 6 1/8,1-2,PEL,DRLG,HT,12089,12089, , ,"CHANGE HANDLING TOOLS FROM 5"" TO 4"".- MONITOR WELL THROUGH TRIP TANK, OK."
369,06/27/2022,0545,0730,01.8,SP-110,BRRI-562,RIG,7, 6 1/8,1-2,BHA,DRLG,LDP,12089,12089, 7077, 6243,"LAY DOWN 9 STANDS 4"" HWDP'S .- MONITOR WELL THROUGH TRIP TANK, OK."
370,06/27/2022,0730,1145,04.2,SP-110,BRRI-562,RIG,7, 6 1/8,1-2,STDP,DRLG,TO,12089,12089, 6243, 276,"CONT POOH WIS 6 1/8"" MILLING ASSEMBLY ON 4"" HWDP'S & 4"" DP'S  STDS TO TOP OF BHA- MONITOR WELL THROUGH TRIP TANK, OK.- FLOW CHECK @ 7"" TOL , WELL STATIC "
371,06/27/2022,1145,1245,01.0,SP-110,BRRI-562,RIG,7, 6 1/8,1-2,BHA,DRLG,HT,12089,12089, , ,"HPJSM, POOH CLEAN & LAY DOWN 4 EA 7"" SAMAA MAGNETS - 7"" MAGNETS RECOVERY: 17 KG OF SHAVING & FINE DEBRIS.- SHAKER DITCH MAGNETS RECOVERY: 13 KG OF SHAVING & FINE DEBRIS- MONITOR WELL THROUGH TRIP TANK, OK."
372,06/27/2022,1245,1400,01.2,SP-110,BRRI-562,BHI,7, 6 1/8,1-2,BHA,DRLG,HT,12089,12089, , ,"HPJSM, LAID DOWN 2 EA BHI FILTER SUB, MWD TOOL & WIS MILL ASSY. - OBSERVED LEAD MILL 1/8"" UNDER GAUGE, FOLLOW & UPPER MILL FULL GAUGE.- MONITOR WELL THROUGH TRIP TANK, OK."
373,06/27/2022,1400,1430,00.5,SP-110,BRRI-562,RIG,7, 6 1/8,1-2,TDS,DRLG,RR,12089,12089, , ,SERVICED TOP DRIVE & CHANGE SAVER SUB 
374,06/27/2022,1430,1900,04.5,SP-110,BRRI-562,BHI,7, 6 1/8,1-2,BHA,DRLG,HT,12089,12089, , ,"HPJSM, PICK UP & MAKE UP BHI MRSS MWD/LWD ASSY WITH REED RR 6-1/8"" PDC BIT (TYPE: TK63M-1A S/N:S287122 NOZZLE: 3 X 15),CONDUCT SAFETY MEETING & HANDLING RA SOURCE ON RIG FLOOR- SHALLOW TEST MWD/LWD TOOLS WITH 300 GPM @ ***** PSI. - MONITOR WELL THROUGH TRIP TANK."
375,06/27/2022,1900,0230,07.5,SP-110,BRRI-562,RIG,7, 6 1/8,1-2,STDP,DRLG,TI,12089,12089, 308, 10362,"RIH 6 1/8"" BHI MRSS/MWD/LWD ASSY ON 4"" DP STDS TO 10362 FT.- FILL UP STRING AT EVERY 20 STDS & CHECK SIGNAL EVERY 40 STDS - CHECK WWT DP PROTECTORS ON 4"" DP'S- MONITOR WELL THROUGH TRIP TANK"
376,06/27/2022,0230,0300,00.5,SP-110,BRRI-562,RIG,7, 6 1/8,1-2,PEL,DRLG,HT,12089,12089, , ,"CHANGE HANDLING TOOLS FROM 4"" TO 5"" GEARS"
377,06/27/2022,0300,0345,00.8,SP-110,BRRI-562,RIG,7, 6 1/8,1-2,STDP,DRLG,TI,12089,12089, 10365, 11854,"CONTINUE RIH 6 1/8"" BHI MRSS/MWD/LWD ASSY ON 5"" DP'S TO 11854 FT- MONITOR WELL THROUGH TRIP TANK"
378,06/27/2022,0345,0500,01.2,SP-110,BRRI-562,RIG,7, 6 1/8,1-2,DWKS,DRLG,RR,12089,12089, , ,SLIP 120 FT OF DRILLING  LINE ... ONGOING @ RPT - MONITOR WELL THROUGH TRIP TANK.
379,06/27/2022,0500,1830,13.5,SND-2001,UTMN-2329,BHI,7, 5 7/8,0,RSS,DRLG,D,17710,17990, , ,"DIR DRILL 5-7/8"" HOLE WITH BHI RSS/MWD/LWD/ W/100 PCF RHELIANT OBM AND FULL RETURNS, AS PER DIRECTIONAL PLAN  UTMN-2329_0 REV-B.0 (PWP). * FOLLOWING BEST HORIZONTAL DRILLING PRACTICES.* PUMP HIGH-WT SWEEPS AS NEEDED.* FLOW CHECK EVERY CONNECTION."
380,06/27/2022,1830,1900,00.5,SND-2001,UTMN-2329,RIG,7, 5 7/8,0,TDS,DRLG,RR,17990,17990, , ,RIG SERVICE TDS
381,06/27/2022,1900,0500,10.0,SND-2001,UTMN-2329,BHI,7, 5 7/8,0,RSS,DRLG,D,17990,18153, , ,"DIR DRILL 5-7/8"" HOLE WITH BHI RSS/MWD/LWD/ W/100 PCF RHELIANT OBM AND FULL RETURNS, AS PER DIRECTIONAL PLAN  UTMN-2329_0 REV-B.0 (PWP). * FOLLOWING BEST HORIZONTAL DRILLING PRACTICES.* PUMP HIGH-WT SWEEPS AS NEEDED.* FLOW CHECK EVERY CONNECTION.- LAST SURVEY @ 18000' MD/ 13560.21' TVD, 89.89 DEG INC, 138.36 DEG AZM. (8.52' BELOW / 7.07' RIGHT OF PLAN DLS 0.67 DG). "
382,06/27/2022,0500,0500,24.0,DPS-45,UTMN-2331,RIG,None, ,0,,RM,RM,0,0, , ,"HPJSM WITH ALL HANDS AND PARTIES INVOLVED IN R/D, RM, AND R/U OPERATION.RIG DOWN ON UTMN-2324 & RIG MOVE TO UTMN-2331:- MOVE AND SPOT MUD TANKS, L/D TOP DRIVE, SERVICE LOOP, TDS TRACK, STABBING BOARD, BOP CRANE, ROTARY TABLE, CLEAR RIG FLOOR, R/D FLOOR PLATES, LOWERING DOWN DRAWWORKS, PREPARATION FOR LOWERING DERRICK AND DRILLING LINE, GENERAL LOADS.DAILY LOADS: 40RIG DOWN: 20%RIG MOVED: 20%RIG UP: 5%"
