,Report Date,Rig Name,Well No,Date and Time,Time in Hrs,Cummulative Hrs,LT ID,Parent LT ID,LT Type,Cause,Object,Company Name,Depth,LT Summary
310,01/03/2022,NA-207S,ABMK-701,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
311,01/03/2022,NA-207S,ABMK-701,30 Dec 1430 - 0800, 3, 89.5, 886564, , TF, FOT, CSG, ARM, 11500," TAGGED OBSTRUCTION INSIDE 7"" CSG WHILE RIH WITH 4-1/2"" LOWER COMPLETION."
312,01/03/2022,NA-207S,ABMK-701,03 Jan 1000 - 0500, 19, 19, 886783, , JF, HERR, SLIPS, RIG, 0, 3EA SLIPS DIES LOST IN THE WELL
313,01/03/2022,NA-207S,ABMK-701,03 Jan 0800 - 1000, 2, 2, 886891, , RR, FOT, TDS, RIG, 0, WASH PIPE LEAKING
314,01/03/2022,NBR-196S,SDGM-1174,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
315,01/03/2022,NBR-196S,SDGM-1174,03 Jan 1830 - 0500, 10.5, 10.5, 886778, , TF, FOT, HGRL, SLH, 13034," SCHLUMBERGER 7"" BALANCED PISTON HYD. SET LH FAILED TO SET."
316,01/03/2022,NBR-654S,HRDH-1935,03 Jan 0415 - 0500, .75, .75, 886901, , RR, FOT, TDS, RIG, 10960, EXCESSIVE TIME FOR TDS SERVICE.
317,01/03/2022,NBR-654S,HRDH-1935,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
318,01/03/2022,NBR-654S,HRDH-1935,03 Jan 0115 - 0315, 2, 2, 886900, , DSF, FOT, DP, RIG, 10960, VERY TIGHT DP CONNECTION.
319,01/03/2022,NBR-654S,HRDH-1935,03 Jan 0415 - 0500, .75, .75, 886901, , RR, FOT, TDS, RIG, 10960, EXCESSIVE TIME FOR TDS SERVICE.
320,01/03/2022,NBR-783S,MDRK-55,08 Nov 2045 - 1700, 12, 764.75, 881720, , BHA, FOT, JARS, SJS, 2000, OBSERVED LOSS OF STRING WEIGHT WHILE POOH AFTER FREEING STUCK PIPE. FOUND SLB DRILLING JAR PARTED
321,01/03/2022,NBR-783S,MDRK-55,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
322,01/03/2022,NBR-783S,MDRK-55,07 Nov 0500 - 0500, 12, 543, 881591, , STUK, IPDF, BHA, BAR, 16256, PIPE STUCK WHILE POOH DUE TO SUSPECTED MUD CONDITION.
323,01/03/2022,NBR-783S,MDRK-55,08 Nov 2045 - 1700, 12, 764.75, 881720, , BHA, FOT, JARS, SJS, 2000, OBSERVED LOSS OF STRING WEIGHT WHILE POOH AFTER FREEING STUCK PIPE. FOUND SLB DRILLING JAR PARTED
324,01/03/2022,PN-9,MRJN-91,03 Jan 1100 - 0500, 18, 18, 886906, , WON, WTHR, NA, ARM, 0, WAIT ON WEATHER FOR RIG MOVE TO MRJN-89/94 PF.
325,01/03/2022,PN-9,MRJN-91,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
326,01/03/2022,PN-9,MRJN-91,01 Jan 1130 - 1100, 6, 47.5, 886674, , WO, SRVC, NA, ARN, 0, WAIT ON HSU TO PERFORM SEA BED SURVEY AT MRJN-89/94 PF FOR SAFE RIG APPROACH.
327,01/03/2022,PN-9,MRJN-91,03 Jan 1100 - 0500, 18, 18, 886906, , WON, WTHR, NA, ARM, 0, WAIT ON WEATHER FOR RIG MOVE TO MRJN-89/94 PF.
328,01/03/2022,SCTD-2,UTMN-1876,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
329,01/03/2022,SCTD-2,UTMN-1876,02 Jan 1800 - 1100, 6, 17, 886785, , BHA, FOT, MWD, SDM, 12500, UNABLE TO RESTORE COMMUNICATIONS WITH DOWNHOLE TOOLS
330,01/03/2022,SDA,MRJN-737,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
331,01/03/2022,SDA,MRJN-737,01 Jan 1100 - 1000, 5, 47, 886675, , UPRA, OTH, NA, RIG, 9280, RIG SHUT DOWN WAITING FOR INVESTIGATION FOR THE HAND INJURY.
332,01/03/2022,SINO-12L,HRDH-447,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
333,01/03/2022,SINO-12L,HRDH-447,03 Jan 0500 - 0245, 21.75, 21.75, 886782, , TF, FOT, WLT, SWL, 5050, AFTER SLB LATCHED TO WET CONNECTOR. OBSERVED RESISTIVITY TOOL SIGNAL LOST.
334,01/03/2022,SINO-32L,SHYB-535,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
335,01/03/2022,SINO-32L,SHYB-535,03 Jan 0145 - 0500, 3.25, 3.25, 886890, , BHA, FOT, MACS, DSI, 4645, ATTEMPT TO CIRCULATE FOUND STRG PLUGGED PBL SUB MALFUNCTION.
336,01/03/2022,SINO-36L,SDGM-490,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
337,01/03/2022,SINO-36L,SDGM-490,02 Jan 0800 - 0500, 21.5, 42.5, 886766, , STUK, STBG, TBG, TK1, 10075, DIFFERENTIALLY STUCK +/- 1409 FEET OFF PLANNED SETTING DEPTH
338,01/03/2022,SL-7,ZULF-1337,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
339,01/03/2022,SL-7,ZULF-1337,02 Jan 1630 - 2045, 15.75, 24.25, 886768, , RR, FOT, TDS, RIG, 9709, TOP DRIVE STOPPED TURNING DUE TO BRAKES ENGAGED.
340,01/03/2022,SND-1502,HWYH-32,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
341,01/03/2022,SND-1502,HWYH-32,03 Jan 1930 - 0500, 9.5, 9.5, 886887, , RR, FOT, TDS, RIG, 4947, REPAIR TDS 
342,01/03/2022,SND-2006,UTMN-3135,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
343,01/03/2022,SND-2006,UTMN-3135,02 Jan 1315 - 0500, 24, 39.75, 886787, , BHA, FOT, BIT, RTC, 3069," WHILE DRILLING 22"" H.S, A 450 PSI  SUDDEN DROP IN PRESSURE RESULTING IN 22"" REED BIT LOST IN HOLE."
344,01/03/2022,SND-2009,ZMLH-15,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
345,01/03/2022,SND-2009,ZMLH-15,29 Dec 0730 - 0500, 24, 141.5, 886487, , TF, FOT, SEAL, HCO, 14319, PRESSURE TEST OF TUBING & TCA FAILED
346,01/03/2022,SND-3001,HZEM-161004,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
347,01/03/2022,SND-3001,HZEM-161004,03 Jan 1530 - 1630, 1, 1, 886888, , TF, FOT, TTRQ, ITS, 11450, ITC HYDRAULIC UNIT FOR POWER TONG STOPPED WORKING AND SUPPLYING AIR TO POWER TONG
348,01/03/2022,SNF036,MRJN-901,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
349,01/03/2022,SNF036,MRJN-901,03 Jan 0500 - 0500, 24, 24, 886776, , WON, WTHR, NA, ARN, 0,  WAIT ON WEATHER TO START RIG MOVE.
350,01/03/2022,SNT-025,SFNY-1007,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
351,01/03/2022,SNT-025,SFNY-1007,30 Dec 1100 - 0500, 24, 114, 886625, , WO, WOPF, NA, AP2, 0, RIG WAITING ON APPROVAL FROM SFNY ONSHORE PRODUCTION ENGINEERING TO COMMENCE FLOW BACK OPERATIONS.
352,01/03/2022,SP-120,MNIF-189,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
353,01/03/2022,SP-120,MNIF-189,25 Dec 0500 - 0500, 24, 223, 886030, , STUK, STBH, BHA, ARM, 6040, STUCK PIPE DUE TO HOLE PACK-OFF AT SHALE FORMATION.
354,01/03/2022,SP-262,HZEM-141404,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
355,01/03/2022,SP-262,HZEM-141404,03 Jan 1200 - 1445, 2.75, 2.75, 886897, , RR, FOT, TDS, RIG, 12249, LOST ROTATION ON TDS DUE TO BAD COMMUNICATION BETWEEN ENCODER AND TDS MOTOR.
356,01/03/2022,SSA-51,MNIF-254,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
357,01/03/2022,SSA-51,MNIF-254,03 Jan 1630 - 1915, 2.75, 2.75, 886889, , STUK, STBH, BHA, ARM, 4073,"  AT 4073 FT, STRING GOT STUCK. WORK STRING TILL GOT CIRCUALTION. SPOT 50 BBLS LUBRICANT PILL AND WORK STRING WITH JAR UP TILL STRING GOT FREE. "
358,01/03/2022,SSA-5859,HWYH-1265,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
359,01/03/2022,SSA-5859,HWYH-1265,01 Jan 0600 - 0500, 23.5, 69.5, 886719, , LCIR, UVLC, NA, ARM, 1925, LOST RETURNS WHEN C/O RATE HOLE DUE TO WET SHOE
360,01/03/2022,SSA-5969,UTMN-3195,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
361,01/03/2022,SSA-5969,UTMN-3195,03 Jan 0800 - 2130, 13.5, 13.5, 886777, , BHA, FOT, MWD, SDM, 8868, LOST SIGNAL FROM SLB MWD/GR TOOL
362,01/03/2022,STY-038,ZULF-2084,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
363,01/03/2022,STY-038,ZULF-2084,02 Jan 1715 - 1300, 8, 19.75, 886786, , DD, UDWL, RSS, SDM, 6111, INSUFFICIENT BUILD UP RATE TO CATCH DIRECTIONAL PLAN
364,01/04/2022,ADC-31,SDGM-1163,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
365,01/04/2022,ADC-31,SDGM-1163,03 Jan 2130 - 0400, 22.25, 29.75, 886896, , DSF, FOT, STRG, RIG, 12976, PLUGGED DRL STRING.
366,01/04/2022,ADC-50,SFNY-1174,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
367,01/04/2022,ADC-50,SFNY-1174,04 Jan 1330 - 1500, 1.5, 1.5, 887086, , TF, FOT, WLT, SWL, 0, TROUBLESHOOTING FOUND THE ELECTRIC ISSUE WAS COMING FROM ADAPTER BETWEEN SLB TOOLS AND TGT TOOLS
368,01/04/2022,ADC-57L,ABHD-620,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
369,01/04/2022,ADC-57L,ABHD-620,02 Jan 1200 - 0500, 20.5, 42.5, 886866, , WON, WTHR, NA, OTH, 0, HEAVY RAIN LOCATION & SKID ROAD  IN SLIPPERY CONDITION
370,01/04/2022,ADC-58L,ABHD-170,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
371,01/04/2022,ADC-58L,ABHD-170,27 Dec 1200 - 0500, 24, 79, 886713, , TF, FOT, HGRL, TOT, 11802," WHILE P/T 4-1/2"" OFF BTM LINER BELOW HYDROSEAL CEMENTING VALVE TO 1450 PSI, OBSERVED PRESSURE DROP CONTINUOUSLY, RATE OF DROPPING 180 PSI /15 MIN'S.
"
372,01/04/2022,ADC-62L,ANDR-764,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
373,01/04/2022,ADC-62L,ANDR-764,03 Jan 1745 - 0500, 24, 35.25, 886899, , RR, FOT, TDS, RIG, 2115," AFTER HEAVY RAIN, OBSERVED RIG POWER SYSTEM SHUT DOWN WITH GROUND FAULT ALARM IN THE VFD ROOM, FOUND GROUND FAULT ON THE TDS,TRIED TO POWER UP THE TDS, GROUND FAULT ALARM FOR TDS REMAINS, NOT ABLE TO POWER UP THE TDS MOTOR"
374,01/04/2022,ADC-65L,HRDH-1980,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
375,01/04/2022,ADC-65L,HRDH-1980,26 Dec 1800 - 1200, 7, 160.5, 886385, , LCIR, UVLC, NA, TK3, 6230," DURING DRILLING THROUGH ARAB D BASE RESORVAR WITH 72 PCF KCL POLIMER MUD TOTAL LOSSES WERE ENCOUNTERED AT 6,230' TVD 6,231' MD. 50' MORE WERE DRILLED TO 6,280' PRIOR CURE LOSS PROCEDURES ACCORDING ARAMCO MANUAL WERE FOLLOWED UP. "
376,01/04/2022,ADC-68L,KRSN-705,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
377,01/04/2022,ADC-68L,KRSN-705,02 Jan 0530 - 0500, 24, 42, 886721, , WON, WTHR, NA, OTH, 0, WAIT ON WEATHER & SUSPENDED RIG MOVE OPERATIONS DUE TO HEAVY RAIN IN OLD AND NEW LOCATION. POOR VISIBILITY AND VERY SLIPPERY GROUND/ROAD CONDITIONS. 
378,01/04/2022,ADES-174,HRDH-2184,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
379,01/04/2022,ADES-174,HRDH-2184,31 Dec 2230 - 0500, 24, 102.5, 886670, 886167, LROP, XBTR, BIT, RTC, 5619," ATTEMPTED TO DRILL 12"" HOLE IN NEW FORMATION, OBSERVED ERRATIC TQ ONCE TOUCH BTM, SUSPECT JUNK ON BTM REMAINING FROM 16"" BIT."
380,01/04/2022,ADES-798,JFYN-13,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
381,01/04/2022,ADES-798,JFYN-13,03 Jan 0500 - 0500, 24, 48, 886985, , CMT, CPNF, NA, SCM, 16255, CEMENT PLUG WAS NOT FOUND AFTER WOC FOR 1000 PSI UCA.
382,01/04/2022,ADM-261,MRJN-134,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
383,01/04/2022,ADM-261,MRJN-134,04 Jan 0945 - 1045, 1, 1, 887025, , RR, FPMP, MPMP, RIG, 8145, MUD PUMP FAILURE (LINER GASKET) WHILST OTHER MUD PUMP ALREADY UNDER REPAIR (LINER GASKET). WORK STRING. REPAIR MUD PUMP.  
384,01/04/2022,ADM-266,SFNY-489,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
385,01/04/2022,ADM-266,SFNY-489,04 Jan 0500 - 0500, 24, 24, 886969, , WON, WTHR, NA, ARN, 0, W.O.W TO MAKE CREW CHANGE AND RECEIVE SERVICE HAND BY CHOPPER.
386,01/04/2022,ADM-339,RBYN-54,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
387,01/04/2022,ADM-339,RBYN-54,04 Jan 0245 - 0445, 2, 2, 886972, , BHA, FOT, WBCL, SSW, 5166," DURING M/U SYNERGY VAX TOOL OBSERVED KELLY BUSHING X KELLY SLEEVE CONNECTION DAMAGED,"
388,01/04/2022,ADM-656,ABSF-179,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
389,01/04/2022,ADM-656,ABSF-179,03 Jan 0930 - 0500, 24, 43.5, 886845, , WON, WTHR, NA, ARM, 0, WAIT ON WEATHER FOR RIG MOVE
390,01/04/2022,ARO-3002,MRJN-818,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
391,01/04/2022,ARO-3002,MRJN-818,03 Jan 1145 - 0500, 24, 41.25, 886886, , CMT, CFST, NA, BCM, 7094, CEMENT PREMATURED VERY EARLY WHICH CAUSE THE STRING TO STUCK JUST AFTER THE STRING GOT RELEASED FORM THE TRANSITION JOINT. 
392,01/04/2022,BB-84A,MRJN-587,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
393,01/04/2022,BB-84A,MRJN-587,04 Jan 2000 - 2230, 2.5, 2.5, 886970, , RR, FOT, TDS, RIG, 2000," EXCESSIVE TIME WHILE CHANGE-OUT TDS SAVER SUB DUE TO OVER TOURQED, AND CHANGED-OUT RIG TONG DIES "
394,01/04/2022,BCTD-4,HRDH-2016,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
395,01/04/2022,BCTD-4,HRDH-2016,04 Jan 1430 - 0500, 14.5, 14.5, 886966, , BHA, FOT, CTAC, RIG, 14450, FAILED DGS TOOL; POH FOR NEW BHA
396,01/04/2022,DPS-4,SAHB-34,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
397,01/04/2022,DPS-4,SAHB-34,01 Jan 1630 - 0500, 24, 84.5, 886685, , TH, IPDF, NA, OES, 4983," TAKE SLACK OFF WEIGHT AT 4190' WHILE RUNNING 13-3/8""CASING, ATTEMPT TO WASH DOWN, NO SUCCESS. "
398,01/04/2022,EXL-IVA,SFNY-4010,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
399,01/04/2022,EXL-IVA,SFNY-4010,04 Jan 0630 - 0745, 1.25, 1.25, 887085, , JF, XTRI, CTRQ, MSD, 903," ALMASOOD FLUSH MOUNT SLIPS NOT SETTING, "
400,01/04/2022,HI-2,BRRI-462,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
401,01/04/2022,HI-2,BRRI-462,13 Dec 1000 - 0500, 24, 498.5, 884683, , TF, FOT, HVLV, BC, 5239, BAKER UPPER SMART COMPLETION STINGER UNABLE TO ESTABLISH COMMUNICATION WITH LOWER SMART COMPLETION RESULT IN WELL DE-COMPLETION.
402,01/04/2022,HI-5,MHRH-59,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
403,01/04/2022,HI-5,MHRH-59,04 Jan 0900 - 1400, 5, 5, 886968, , WO, MATL, NA, ARM, 8200, WAIT ON BAKER P& A ISOLATION KIT TO BE SHIPPED DUE TO CHANGE OF PLAN.
404,01/04/2022,NA-128S,HRDH-2225,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
405,01/04/2022,NA-128S,HRDH-2225,04 Jan 0315 - 0500, 1.75, 1.75, 887067, , RR, FOT, TDS, RIG, 12130," TROUBLE SHOOTING ON TDS LINKS, LINKS DON'T OPERATE."
406,01/04/2022,NA-207S,ABMK-701,03 Jan 1000 - 0530, .5, 19.5, 886783, , JF, HERR, SLIPS, RIG, 0, 3EA SLIPS DIES LOST IN THE WELL
407,01/04/2022,NA-207S,ABMK-701,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
408,01/04/2022,NA-207S,ABMK-701,30 Dec 1430 - 0500, 23.5, 113, 886564, , TF, FOT, CSG, ARM, 11500," TAGGED OBSTRUCTION INSIDE 7"" CSG WHILE RIH WITH 4-1/2"" LOWER COMPLETION."
409,01/04/2022,NA-207S,ABMK-701,03 Jan 1000 - 0530, .5, 19.5, 886783, , JF, HERR, SLIPS, RIG, 0, 3EA SLIPS DIES LOST IN THE WELL
410,01/04/2022,NBR-196S,SDGM-1174,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
411,01/04/2022,NBR-196S,SDGM-1174,03 Jan 1830 - 0500, 24, 34.5, 886778, , TF, FOT, HGRL, SLH, 13034," SCHLUMBERGER 7"" BALANCED PISTON HYD. SET LH FAILED TO SET."
412,01/04/2022,NBR-783S,MDRK-55,08 Nov 2045 - 1700, 12, 776.75, 881720, , BHA, FOT, JARS, SJS, 2000, OBSERVED LOSS OF STRING WEIGHT WHILE POOH AFTER FREEING STUCK PIPE. FOUND SLB DRILLING JAR PARTED
413,01/04/2022,NBR-783S,MDRK-55,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
414,01/04/2022,NBR-783S,MDRK-55,07 Nov 0500 - 0500, 12, 555, 881591, , STUK, IPDF, BHA, BAR, 16256, PIPE STUCK WHILE POOH DUE TO SUSPECTED MUD CONDITION.
415,01/04/2022,NBR-783S,MDRK-55,08 Nov 2045 - 1700, 12, 776.75, 881720, , BHA, FOT, JARS, SJS, 2000, OBSERVED LOSS OF STRING WEIGHT WHILE POOH AFTER FREEING STUCK PIPE. FOUND SLB DRILLING JAR PARTED
416,01/04/2022,PN-9,MRJN-91,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
417,01/04/2022,PN-9,MRJN-91,03 Jan 1100 - 0500, 24, 42, 886906, , WON, WTHR, NA, ARM, 0, WAIT ON WEATHER FOR RIG MOVE TO MRJN-89/94 PF.
418,01/04/2022,SINO-1L,KHRS-340,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
419,01/04/2022,SINO-1L,KHRS-340,04 Jan 1430 - 0100, 10.5, 10.5, 886974, , BB, LFVS, BIT, TK1, 3550," FAILURE OF FLOAT VALVE DURING RIH W/9-5/8"" SCRAPER BHA."
420,01/04/2022,SINO-32L,SHYB-535,03 Jan 0200 - 1100, 6, 9, 886890, , BHA, FOT, MACS, DSI, 5900, ATTEMPT TO CIRCULATE FOUND STRG PLUGGED PBL SUB MALFUNCTION.
421,01/04/2022,SINO-32L,SHYB-535,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
422,01/04/2022,SINO-32L,SHYB-535,03 Jan 1800 - 0500, 18, 26, 886784, , LCIR, FRFM, NA, ARN, 5900, SEVER LOSS OF CIRCULATION 200 BPH
423,01/04/2022,SINO-32L,SHYB-535,03 Jan 0200 - 1100, 6, 9, 886890, , BHA, FOT, MACS, DSI, 5900, ATTEMPT TO CIRCULATE FOUND STRG PLUGGED PBL SUB MALFUNCTION.
424,01/04/2022,SINO-36L,SDGM-490,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
425,01/04/2022,SINO-36L,SDGM-490,02 Jan 0800 - 0500, 24, 66.5, 886766, , STUK, STBG, TBG, TK1, 10075, DIFFERENTIALLY STUCK +/- 1409 FEET OFF PLANNED SETTING DEPTH
426,01/04/2022,SL-7,ZULF-1337,04 Jan 0700 - 1845, 1.5, 1.5, 886986, , RR, FOT, SLIPS, RIG, 10028," HYDR ELEVATORS NOT CLOSING FULLY ON STAND 5-1/2"" DP."
427,01/04/2022,SL-7,ZULF-1337,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
428,01/04/2022,SL-7,ZULF-1337,04 Jan 1400 - 0400, 13, 13, 886967, , BHA, FOT, MWD, SPS, 10215, SPERRY SUN MWD FAILURE
429,01/04/2022,SL-7,ZULF-1337,04 Jan 0700 - 1845, 1.5, 1.5, 886986, , RR, FOT, SLIPS, RIG, 10028," HYDR ELEVATORS NOT CLOSING FULLY ON STAND 5-1/2"" DP."
430,01/04/2022,SND-1502,HWYH-32,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
431,01/04/2022,SND-1502,HWYH-32,03 Jan 1930 - 0500, 24, 33.5, 886887, , RR, FOT, TDS, RIG, 4947, REPAIR TDS 
432,01/04/2022,SND-2001,SDGM-1240,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
433,01/04/2022,SND-2001,SDGM-1240,04 Jan 0500 - 0230, 21.5, 21.5, 886987, , TF, FOT, WLT, HWP, 14696, WHILE ATTEMPTING TO SET DUAL PACKER AT STATION FOR PUMPING SESSION THE PUMPS QUIT WORKING. BOTH PUMPS FAILED.
434,01/04/2022,SND-2006,UTMN-3135,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
435,01/04/2022,SND-2006,UTMN-3135,02 Jan 1315 - 0500, 23.5, 63.25, 886787, , BHA, FOT, BIT, RTC, 3069," WHILE DRILLING 22"" H.S, A 450 PSI  SUDDEN DROP IN PRESSURE RESULTING IN 22"" REED BIT LOST IN HOLE."
436,01/04/2022,SND-2009,ZMLH-15,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
437,01/04/2022,SND-2009,ZMLH-15,29 Dec 0730 - 0500, 24, 165.5, 886487, , TF, FOT, SEAL, HCO, 14319, PRESSURE TEST OF TUBING & TCA FAILED
438,01/04/2022,SNT-025,SFNY-1007,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
439,01/04/2022,SNT-025,SFNY-1007,30 Dec 1100 - 0730, 2.5, 116.5, 886625, , WO, WOPF, NA, AP2, 0, RIG WAITING ON APPROVAL FROM SFNY ONSHORE PRODUCTION ENGINEERING TO COMMENCE FLOW BACK OPERATIONS.
440,01/04/2022,SP-120,MNIF-189,04 Jan 1400 - 1930, 5.5, 5.5, 886988, , RR, FOT, DWKS, RIG, 1430, RETIGHT DRAWWORK LUBRICANT PLATE.
441,01/04/2022,SP-120,MNIF-189,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
442,01/04/2022,SP-120,MNIF-189,25 Dec 0500 - 0500, 18, 241, 886030, , STUK, STBH, BHA, ARM, 6040, STUCK PIPE DUE TO HOLE PACK-OFF AT SHALE FORMATION.
443,01/04/2022,SP-120,MNIF-189,04 Jan 1400 - 1930, 5.5, 5.5, 886988, , RR, FOT, DWKS, RIG, 1430, RETIGHT DRAWWORK LUBRICANT PLATE.
444,01/04/2022,SP-276,MHKK-802,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
445,01/04/2022,SP-276,MHKK-802,04 Jan 0130 - 0500, 3.5, 3.5, 886971, , JF, CCAJ, NA, SJC, 620, C PUMP MIXING STUCK AND PACKED THE MIXING SYSTEM OF UNIT
446,01/04/2022,SSA-102,QTIF-699,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
